"Icon","Title","Description","How to Obtain","Defensive Stats","Skills","Forging Materials","Unlock Requirements","Alternative Appearance","Armor Set","Rarity","Price","Slot Level 1","Slot Level 2","Slot Level 3","Skill Details"
"","Gajau Boots","Leg armor made from Gajau spoils. The pliable hide even has fans…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Flexible Leathercraft Group Skills Water Resistance Equipment Skills","1× Gajau Hide Equipment Materials","Gajau Hide Equipment Materials","","Gajau Aquatic Life","Rarity 1","200 z","","","","Flexible Leathercraft Lv1;Water Resistance Lv1"
"","Gajau Boots α","Leg armor made from Gajau spoils. The pliable hide even has fans…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Flexible Leathercraft Group Skills Water Resistance Equipment Skills Outdoorsman Equipment Skills","3× Gajau Hide Equipment Materials 5× Monster Broth Equipment Materials","Thundering Flowers Assignments","","Gajau α Armor Sets","Rarity 6","4,000 z","1 "" /> 1","1 "" /> 1","1 "" /> 1","Flexible Leathercraft Lv1;Water Resistance Lv1;Outdoorsman Lv1"
"","Gore Coil α","Waistgear made from Gore Magala materials. Darkens the world…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gore Magala's Tyranny Set Bonus Skills Scaling Prowess Group Skills Constitution Equipment Skills Antivirus Equipment Skills","5× Gore Magala Scale+ Equipment Materials 3× Gore Magala Ripclaw+ Equipment Materials 3× Gore Magala Wing+ Equipment Materials 2× Frenzy Shard Equipment Materials","Gore Magala Large Monsters","","Gore α Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","","Gore Magala's Tyranny Lv1;Scaling Prowess Lv1;Constitution Lv2;Antivirus Lv1"
"","Gore Coil β","Waistgear made from Gore Magala materials. Darkens the world…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gore Magala's Tyranny Set Bonus Skills Scale Layering Group Skills Constitution Equipment Skills","5× Gore Magala Scale+ Equipment Materials 3× Gore Magala Ripclaw+ Equipment Materials 3× Gore Magala Wing+ Equipment Materials 2× Frenzy Shard Equipment Materials","Gore Magala Large Monsters","","Gore β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","2 "" /> 2","","Gore Magala's Tyranny Lv1;Scale Layering Lv1;Constitution Lv2"
"","","","","","","","","","","","","","","",""
"","Gore Greaves α","Leg armor made from Gore Magala materials. Spirits you across…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gore Magala's Tyranny Set Bonus Skills Scaling Prowess Group Skills Antivirus Equipment Skills Flinch Free Equipment Skills","1× Gore Magala Certificate S Equipment Materials 3× Gore Magala Scale+ Equipment Materials 4× Gore Magala Wing+ Equipment Materials 1× Gore Magala Nyctgem Equipment Materials","Gore Magala Large Monsters","","Gore α Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","","Gore Magala's Tyranny Lv1;Scaling Prowess Lv1;Antivirus Lv1;Flinch Free Lv2"
"","Gore Greaves β","Leg armor made from Gore Magala materials. Spirits you across…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gore Magala's Tyranny Set Bonus Skills Scale Layering Group Skills Antivirus Equipment Skills Flinch Free Equipment Skills","1× Gore Magala Certificate S Equipment Materials 3× Gore Magala Scale+ Equipment Materials 4× Gore Magala Wing+ Equipment Materials 1× Gore Magala Nyctgem Equipment Materials","Gore Magala Large Monsters","","Gore β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","1 "" /> 1","Gore Magala's Tyranny Lv1;Scale Layering Lv1;Antivirus Lv1;Flinch Free Lv1"
"","Gore Helm α","A helmet made from Gore Magala spoils. The nether-black surface…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gore Magala's Tyranny Set Bonus Skills Scaling Prowess Group Skills Evade Window Equipment Skills Coalescence Equipment Skills","2× Gore Magala Certificate S Equipment Materials 2× Gore Magala Feeler+ Equipment Materials 4× Gore Magala Wing+ Equipment Materials 1× Wyvern Gem Equipment Materials","Gore Magala Large Monsters","","Gore α Armor Sets","Rarity 7","7,000 z","2 "" /> 2","","","Gore Magala's Tyranny Lv1;Scaling Prowess Lv1;Evade Window Lv2;Coalescence Lv1"
"","Gore Helm β","A helmet made from Gore Magala spoils. The nether-black surface…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gore Magala's Tyranny Set Bonus Skills Scale Layering Group Skills Evade Window Equipment Skills Coalescence Equipment Skills","2× Gore Magala Certificate S Equipment Materials 2× Gore Magala Feeler+ Equipment Materials 4× Gore Magala Wing+ Equipment Materials 1× Wyvern Gem Equipment Materials","Gore Magala Large Monsters","","Gore β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","","Gore Magala's Tyranny Lv1;Scale Layering Lv1;Evade Window Lv1;Coalescence Lv1"
"","Gore Mail α","Chest armor made from Gore Magala spoils. Its agonizing miasma…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gore Magala's Tyranny Set Bonus Skills Scaling Prowess Group Skills Evade Window Equipment Skills Antivirus Equipment Skills","6× Gore Magala Scale+ Equipment Materials 6× Gore Magala Carapace Equipment Materials 2× Gore Magala Ripclaw+ Equipment Materials 2× Gore Magala Tail Equipment Materials","Gore Magala Large Monsters","","Gore α Armor Sets","Rarity 7","7,000 z","3 "" /> 3","","","Gore Magala's Tyranny Lv1;Scaling Prowess Lv1;Evade Window Lv2;Antivirus Lv1"
"","Gore Mail β","Chest armor made from Gore Magala spoils. Its agonizing miasma…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gore Magala's Tyranny Set Bonus Skills Scale Layering Group Skills Evade Window Equipment Skills","6× Gore Magala Scale+ Equipment Materials 6× Gore Magala Carapace Equipment Materials 2× Gore Magala Ripclaw+ Equipment Materials 2× Gore Magala Tail Equipment Materials","Gore Magala Large Monsters","","Gore β Armor Sets","Rarity 7","7,000 z","3 "" /> 3","1 "" /> 1","","Gore Magala's Tyranny Lv1;Scale Layering Lv1;Evade Window Lv2"
"","Gore Vambraces α","Armguards made from Gore Magala materials. Even the largest prey…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gore Magala's Tyranny Set Bonus Skills Scaling Prowess Group Skills Evade Window Equipment Skills Constitution Equipment Skills","2× Gore Magala Certificate S Equipment Materials 5× Gore Magala Carapace Equipment Materials 2× Gore Magala Feeler+ Equipment Materials 2× Frenzy Crystal Equipment Materials","Gore Magala Large Monsters","","Gore α Armor Sets","Rarity 7","7,000 z","2 "" /> 2","1 "" /> 1","","Gore Magala's Tyranny Lv1;Scaling Prowess Lv1;Evade Window Lv1;Constitution Lv2"
"","Gore Vambraces β","Armguards made from Gore Magala materials. Even the largest prey…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gore Magala's Tyranny Set Bonus Skills Scale Layering Group Skills Evade Window Equipment Skills Constitution Equipment Skills","2× Gore Magala Certificate S Equipment Materials 5× Gore Magala Carapace Equipment Materials 2× Gore Magala Feeler+ Equipment Materials 2× Frenzy Crystal Equipment Materials","Gore Magala Large Monsters","","Gore β Armor Sets","Rarity 7","7,000 z","2 "" /> 2","2 "" /> 2","","Gore Magala's Tyranny Lv1;Scale Layering Lv1;Evade Window Lv1;Constitution Lv1"
"","Gravios Coil α","Waist armor made with Gravios parts. Its thickness and weight…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gravios's Protection Set Bonus Skills Scaling Prowess Group Skills Peak Performance Equipment Skills Flinch Free Equipment Skills","1× Gravios Certificate S Equipment Materials 5× Gravios Wing Equipment Materials 4× Gravios Pleura+ Equipment Materials 2× Kranodath Skull+ Equipment Materials","Gravios Large Monsters","","Gravios α Armor Sets","Rarity 6","5,000 z","2 "" /> 2","","","Gravios's Protection Lv1;Scaling Prowess Lv1;Peak Performance Lv1;Flinch Free Lv2"
"","Gravios Coil β","Waist armor made with Gravios parts. Its thickness and weight…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gravios's Protection Set Bonus Skills Scale Layering Group Skills Peak Performance Equipment Skills Flinch Free Equipment Skills","1× Gravios Certificate S Equipment Materials 5× Gravios Wing Equipment Materials 4× Gravios Pleura+ Equipment Materials 2× Kranodath Skull+ Equipment Materials","Gravios Large Monsters","","Gravios β Armor Sets","Rarity 6","5,000 z","2 "" /> 2","1 "" /> 1","","Gravios's Protection Lv1;Scale Layering Lv1;Peak Performance Lv1;Flinch Free Lv1"
"","Gravios Greaves α","Greaves made from Gravios parts. Tightly fastened to protect…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gravios's Protection Set Bonus Skills Scaling Prowess Group Skills Tremor Resistance Equipment Skills Recovery Speed Equipment Skills","6× Gravios Carapace Equipment Materials 6× Gravios Wing Equipment Materials 2× Gravios Skull Equipment Materials 3× Coma Sac Equipment Materials","Gravios Large Monsters","","Gravios α Armor Sets","Rarity 6","5,000 z","2 "" /> 2","1 "" /> 1","","Gravios's Protection Lv1;Scaling Prowess Lv1;Tremor Resistance Lv2;Recovery Speed Lv1"
"","Gravios Greaves β","Greaves made from Gravios parts. Tightly fastened to protect…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gravios's Protection Set Bonus Skills Scale Layering Group Skills Tremor Resistance Equipment Skills Recovery Speed Equipment Skills","6× Gravios Carapace Equipment Materials 6× Gravios Wing Equipment Materials 2× Gravios Skull Equipment Materials 3× Coma Sac Equipment Materials","Gravios Large Monsters","","Gravios β Armor Sets","Rarity 6","5,000 z","2 "" /> 2","2 "" /> 2","","Gravios's Protection Lv1;Scale Layering Lv1;Tremor Resistance Lv1;Recovery Speed Lv1"
"","","","","","","","","","","","","","","",""
"","Gravios Helm α","A helm cast from Gravios materials. This rock-like armor deflects…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gravios's Protection Set Bonus Skills Scaling Prowess Group Skills Peak Performance Equipment Skills Tremor Resistance Equipment Skills","5× Gravios Carapace Equipment Materials 3× Gravios Pleura+ Equipment Materials 3× Monster Keenbone Equipment Materials","Gravios Large Monsters","","Gravios α Armor Sets","Rarity 6","5,000 z","2 "" /> 2","1 "" /> 1","","Gravios's Protection Lv1;Scaling Prowess Lv1;Peak Performance Lv1;Tremor Resistance Lv1"
"","Gravios Helm β","A helm cast from Gravios materials. This rock-like armor deflects…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gravios's Protection Set Bonus Skills Scale Layering Group Skills Peak Performance Equipment Skills","5× Gravios Carapace Equipment Materials 3× Gravios Pleura+ Equipment Materials 3× Monster Keenbone Equipment Materials","Gravios Large Monsters","","Gravios β Armor Sets","Rarity 6","5,000 z","2 "" /> 2","2 "" /> 2","","Gravios's Protection Lv1;Scale Layering Lv1;Peak Performance Lv1"
"","Gravios Mail α","Chest armor made from Gravios parts. Striking it is more likely…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gravios's Protection Set Bonus Skills Scaling Prowess Group Skills Peak Performance Equipment Skills Recovery Speed Equipment Skills","1× Gravios Certificate S Equipment Materials 3× Gravios Wing Equipment Materials 1× Wyvern Gem Equipment Materials 2× Firestone Equipment Materials","Gravios Large Monsters","","Gravios α Armor Sets","Rarity 6","5,000 z","2 "" /> 2","1 "" /> 1","","Gravios's Protection Lv1;Scaling Prowess Lv1;Peak Performance Lv1;Recovery Speed Lv2"
"","Gravios Mail β","Chest armor made from Gravios parts. Striking it is more likely…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gravios's Protection Set Bonus Skills Scale Layering Group Skills Peak Performance Equipment Skills Recovery Speed Equipment Skills","1× Gravios Certificate S Equipment Materials 3× Gravios Wing Equipment Materials 1× Wyvern Gem Equipment Materials 2× Firestone Equipment Materials","Gravios Large Monsters","","Gravios β Armor Sets","Rarity 6","5,000 z","2 "" /> 2","2 "" /> 2","","Gravios's Protection Lv1;Scale Layering Lv1;Peak Performance Lv1;Recovery Speed Lv1"
"","Gravios Vambraces α","Armguards made from Gravios parts. Their powerful appearance…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gravios's Protection Set Bonus Skills Scaling Prowess Group Skills Peak Performance Equipment Skills Flinch Free Equipment Skills","2× Gravios Certificate S Equipment Materials 4× Gravios Carapace Equipment Materials 1× Gravios Medulla Equipment Materials 1× Firecell Stone Equipment Materials","Gravios Large Monsters","","Gravios α Armor Sets","Rarity 6","5,000 z","1 "" /> 1","","","Gravios's Protection Lv1;Scaling Prowess Lv1;Peak Performance Lv2;Flinch Free Lv1"
"","Gravios Vambraces β","Armguards made from Gravios parts. Their powerful appearance…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Gravios's Protection Set Bonus Skills Scale Layering Group Skills Peak Performance Equipment Skills","2× Gravios Certificate S Equipment Materials 4× Gravios Carapace Equipment Materials 1× Gravios Medulla Equipment Materials 1× Firecell Stone Equipment Materials","Gravios Large Monsters","","Gravios β Armor Sets","Rarity 6","5,000 z","2 "" /> 2","","","Gravios's Protection Lv1;Scale Layering Lv1;Peak Performance Lv2"
"","Guild Ace Boots α","Leg armor worn by an Astrum Unit hunter. The design was carefully…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Peak Performance Equipment Skills Foray Equipment Skills Constitution Equipment Skills","1× Hunter Symbol III Equipment Materials 2× Fucium Ore Equipment Materials 3× Guardian Blood+ Equipment Materials","Arkveld Large Monsters","","Guild Ace α Armor Sets","Rarity 8","8,000 z","3 "" /> 3","","","Peak Performance Lv1;Foray Lv1;Constitution Lv1"
"","Guild Ace Coil α","Waistgear worn by an Astrum Unit hunter. Ensures you can get…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Peak Performance Equipment Skills Foray Equipment Skills Constitution Equipment Skills","1× Hunter Symbol III Equipment Materials 2× Fucium Ore Equipment Materials 5× Quality Bone Equipment Materials","Arkveld Large Monsters","","Guild Ace α Armor Sets","Rarity 8","8,000 z","3 "" /> 3","","","Peak Performance Lv1;Foray Lv1;Constitution Lv1"
"","Guild Ace Earrings α","Head protection worn by an Astrum Unit hunter. Crafted with special…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Peak Performance Equipment Skills Foray Equipment Skills Constitution Equipment Skills","1× Hunter Symbol III Equipment Materials 2× Fucium Ore Equipment Materials 3× Guardian Pelt+ Equipment Materials","Arkveld Large Monsters","","Guild Ace α Armor Sets","Rarity 8","8,000 z","3 "" /> 3","","","Peak Performance Lv1;Foray Lv1;Constitution Lv1"
"","Guild Ace Mail α","Chest armor worn by an Astrum Unit hunter. Looks plain, but is…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Peak Performance Equipment Skills Foray Equipment Skills Constitution Equipment Skills","1× Hunter Symbol III Equipment Materials 2× Fucium Ore Equipment Materials 3× Guardian Scale+ Equipment Materials","Arkveld Large Monsters","","Guild Ace α Armor Sets","Rarity 8","8,000 z","3 "" /> 3","","","Peak Performance Lv1;Foray Lv1;Constitution Lv1"
"","Guild Ace Vambraces α","Armguards worn by an Astrum Unit hunter. Primarily made of leather…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Peak Performance Equipment Skills Foray Equipment Skills Constitution Equipment Skills","1× Hunter Symbol III Equipment Materials 2× Fucium Ore Equipment Materials 5× Carbalite Ore Equipment Materials","Arkveld Large Monsters","","Guild Ace α Armor Sets","Rarity 8","8,000 z","3 "" /> 3","","","Peak Performance Lv1;Foray Lv1;Constitution Lv1"
"","Gypceros Coil α","Waistgear made from Gypceros materials. The thick, meaty skin…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Flexible Leathercraft Group Skills Stamina Surge Equipment Skills Resentment Equipment Skills","1× Gypceros Certificate S Equipment Materials 2× Rubbery Hide+ Equipment Materials 1× Gypceros Tail Equipment Materials 1× Novacrystal Equipment Materials","Gypceros Large Monsters","","Gypceros α Armor Sets","Rarity 5","3,000 z","1 "" /> 1","","","Flexible Leathercraft Lv1;Stamina Surge Lv1;Resentment Lv1"
"","","","","","","","","","","","","","","",""
"","Gypceros Coil β","Waistgear made from Gypceros materials. The thick, meaty skin…","","Defense Fire Resist Water Resist Thunder Resist Ice Resist…","Buttery Leathercraft Group Skills Stamina Surge Equipment Skills","1× Gypceros Certificate S Equipment Materials 2× Rubbery Hide+ Equipment Materials 1× Gypceros Tail Equipment Materials 1× Novacrystal Equipment Materials","Gypceros Large Monsters","","Gypceros β Armor Sets","Rarity 5","3,000 z","2 "" /> 2","1 "" /> 1","","Buttery Leathercraft Lv1;Stamina Surge Lv1"
