"Icon","Title","Description","Crafting Recipe","Where to Find","Other Info","Rewarded From","Used to Craft","Unlocks","Food Bonus","Food Skill","Rarity","Carry Max","Sell Price","Buy Price"
"","Congalala Fang","A Congalala incisor. While blunt, it is tough enough to crush…","","","","","Assault Conga I Light Bowgun Botany Charm I Level 1 Conga Coil Waist Conga Greaves Legs Conga Vambraces Arms Golba Vandal I Switch Axe Ice Charm I Level 1 Pink Maracas I Dual Blades Power Stinger Heavy Bowgun War Bongo I Hunting Horn Wild Power Bow I Bow","","","","Rarity 4","99","504 z","5,040 z"
"","Vibrant Pelt","Vibrant hair that grows on the head of a Congalala. The lovely…","","","","","Conga Helm Head Conga Mail Chest Conga Vambraces Arms Felyne Conga Head Head","","","","Rarity 4","99","616 z","6,160 z"
"","Congalala Certificate","A Guild certificate awarded to those who have hunted a Congalala.…","","","","","Conga Greaves Legs","Felyne Conga Fete Body Felyne Conga Head Head Felyne Conga Tambourine Weapons","","","Rarity 4","99","280 z","2,800 z"
"","Congalala Pelt+","High-quality Congalala fur. Stout and resilient, an important…","","","","","Conga Greaves α Legs Conga Greaves β Legs Conga Helm α Head Conga Helm β Head Conga Mail α Chest Conga Mail β Chest Felyne Conga Fete α Body Light Eater's Charm II Level 2 Mimiphyta α Head","Light Eater's Charm II Level 2","","","Rarity 6","99","930 z","9,300 z"
"","Congalala Claw+","A long, hard, sharp claw from the wildest of Congalala, and no…","","","","","Assault Conga II Light Bowgun Chain Charm I Level 1 Conga Coil α Waist Conga Coil β Waist Conga Mail α Chest Conga Mail β Chest Felyne Conga Tambourine α Weapons Golba Vandal II Switch Axe Pink Maracas II Dual Blades Power Stinger II Heavy Bowgun War Bongo II Hunting Horn Wild Power Bow II Bow","","","","Rarity 6","99","1,395 z","13,950 z"
"","Congalala Fang+","An extra large Congalala fang. Its sturdiness is better suited…","","","","","Assault Conga II Light Bowgun Botany Charm IV Level 4 Conga Greaves α Legs Conga Greaves β Legs Conga Helm α Head Conga Helm β Head Conga Mail α Chest Conga Mail β Chest Golba Vandal II Switch Axe Hungerless Charm III Level 3 Light Eater's Charm II Level 2 Mushroom Charm II Level 2 Pink Maracas II Dual Blades Power Stinger II Heavy Bowgun War Bongo II Hunting Horn Wild Power Bow II Bow","","","","Rarity 6","99","1,674 z","16,740 z"
"","Vibrant Pelt+","Vibrant hair from a Congalala’s head. The tuft works as crown…","","","","","Combat Conga Light Bowgun Conga Coil α Waist Conga Coil β Waist Conga Mail α Chest Conga Mail β Chest Conga Vambraces α Arms Conga Vambraces β Arms Felyne Conga Head α Head Funky Maracas Dual Blades Gundava Vandal Switch Axe Maintenance Charm II Level 2 Unscathed Charm I Level 1 War Conga Hunting Horn Wild Stinger Heavy Bowgun Wildwood Kalifa Bow","","","","Rarity 6","99","2,046 z","20,460 z"
"","Nerscylla Shell","The outer shell of a Nerscylla. Extremely light, with a distinctly…","","","","","Arachnoscale I Charge Blade Blood Cry I Long Sword Cluster Hammer I Hammer Escape Charm I Level 1 Felyne Scylla Mail Body Immane Blade I Great Sword Ner Bustergun I Heavy Bowgun Nerscylla Greaves Legs Nerscylla Vambraces Arms Poison Charm II Level 2 Scaly Sword I Sword and Shield Scylla Fist I Bow Shell Gunberd I Gunlance Stealth Glaive I Insect Glaive","","","","Rarity 4","99","400 z","4,000 z"
"","Nerscylla Chelicera","The retractable venomous fang of a Nerscylla. Handle with care!…","","","","","Mushroom Charm I Level 1 Nerscylla Coil Waist Nerscylla Greaves Legs Nerscylla Helm Head Recovery Charm II Level 2 Sleep Charm II Level 2","","","","Rarity 4","99","720 z","7,200 z"
"","Nerscylla Claw","A lightweight, scythe-like claw that enables the Nerscylla’s…","","","","","Arachnoscale I Charge Blade Barina Bouclier II Charge Blade Barina Dague II Sword and Shield Barina Faucilles II Dual Blades Barina Flamberge II Long Sword Barina Hache II Switch Axe Barina Perche II Insect Glaive Barina Sarissa II Lance Blood Cry I Long Sword Botany Charm II Level 2 Cluster Hammer I Hammer Escape Charm I Level 1 Felyne Nerscylla Wedge Weapons Immane Blade I Great Sword Jail Hammer II Hammer Leaping Charm I Level 1 Ner Bustergun I Heavy Bowgun Nerscylla Mail Chest Nerscylla Vambraces Arms Paralysis Charm II Level 2 Paretic Blade II Great Sword Paretic Gunlance II Gunlance Recovery Charm II Level 2 Scaly Sword I Sword and Shield Scylla Fist I Bow Shell Gunberd I Gunlance Sleep Charm II Level 2 Sonic Horn II Hunting Horn Stealth Glaive I Insect Glaive","","","","Rarity 4","99","600 z","6,000 z"
"","Nerscylla Spike","A dorsal spike and poison sac used to drip poison onto prey passing…","","","","","Botany Charm III Level 3 Felyne Scylla Mask Head Nerscylla Coil Waist Nerscylla Mail Chest Nerscylla Vambraces Arms Poison Charm II Level 2","","","","Rarity 4","99","800 z","8,000 z"
,,,,,,,,,,,,,,
"","Nerscylla Certificate","A Guild certificate awarded to those who have hunted a Nerscylla.…","","","","","Nerscylla Helm Head","Felyne Nerscylla Wedge Weapons Felyne Scylla Mail Body Felyne Scylla Mask Head","","","Rarity 4","99","400 z","4,000 z"
"","Nerscylla Carapace","A sturdy Nerscylla carapace. The porcelain-white material is…","","","","","Arachnoscythe Charge Blade Blood Scream Long Sword Buster Blaster Heavy Bowgun Dragon Charm III Level 3 Felyne Scylla Mail α Body Fury Charm I Level 1 Immolator Blade Great Sword Nerscrapper Hammer Nerscylla Helm α Head Nerscylla Helm β Head Nerscylla Vambraces α Arms Nerscylla Vambraces β Arms Nershock Bow Nerskiller Sword and Shield Solid Gunberd Gunlance Stealth Glaive Redux Insect Glaive","Botany Charm IV Level 4 Chain Charm I Level 1 Dragon Charm III Level 3 Fury Charm I Level 1 Mighty Charm I Level 1 Nerscylla Coil α Waist Nerscylla Coil β Waist Nerscylla Greaves α Legs Nerscylla Greaves β Legs Nerscylla Helm α Head Nerscylla Helm β Head Nerscylla Mail α Chest Nerscylla Mail β Chest Nerscylla Vambraces α Arms Nerscylla Vambraces β Arms Paralysis Charm III Level 3 Sleep Charm III Level 3","","","Rarity 6","99","1,100 z","11,000 z"
"","Nerscylla Claw+","This keen Nerscylla claw lashes out from the shadows to claim…","","","","","Arachnoscale II Charge Blade Blood Cry II Long Sword Chain Charm I Level 1 Cluster Hammer II Hammer Felyne Nerscylla Wedge α Weapons Immane Blade II Great Sword Mighty Charm I Level 1 Ner Bustergun II Heavy Bowgun Nerscylla Coil α Waist Nerscylla Coil β Waist Nerscylla Mail α Chest Nerscylla Mail β Chest Nerscylla Vambraces α Arms Nerscylla Vambraces β Arms Scaly Sword II Sword and Shield Scylla Fist II Bow Shell Gunberd II Gunlance Sleep Charm III Level 3 Stealth Glaive II Insect Glaive","","","","Rarity 6","99","1,650 z","16,500 z"
"","Nerscylla Spike+","An especially large Nerscylla spike, prized more for its lethal…","","","","","Arachnoscale III Charge Blade Blood Cry III Long Sword Botany Charm IV Level 4 Cluster Hammer III Hammer Escape Charm II Level 2 Felyne Scylla Mask α Head Fury Charm I Level 1 Immane Blade III Great Sword Ner Bustergun III Heavy Bowgun Nerscylla Coil α Waist Nerscylla Coil β Waist Nerscylla Greaves α Legs Nerscylla Greaves β Legs Nerscylla Vambraces α Arms Nerscylla Vambraces β Arms Paralysis Charm III Level 3 Scaly Sword III Sword and Shield Scylla Fist III Bow Shell Gunberd III Gunlance Stealth Glaive III Insect Glaive","","","","Rarity 6","99","2,200 z","22,000 z"
"","Nerscylla Certificate S","A Guild certificate awarded to those who have hunted a Nerscylla.…","","","","","Arachnoscale II Charge Blade Blood Cry II Long Sword Cluster Hammer II Hammer Immane Blade II Great Sword Ner Bustergun II Heavy Bowgun Nerscylla Coil α Waist Nerscylla Coil β Waist Nerscylla Greaves α Legs Nerscylla Greaves β Legs Nerscylla Mail α Chest Nerscylla Mail β Chest Scaly Sword II Sword and Shield Scylla Fist II Bow Shell Gunberd II Gunlance Stealth Glaive II Insect Glaive","Arachnoscale II Charge Blade Blood Cry II Long Sword Cluster Hammer II Hammer Felyne Nerscylla Wedge α Weapons Felyne Scylla Mail α Body Felyne Scylla Mask α Head Immane Blade II Great Sword Ner Bustergun II Heavy Bowgun Scaly Sword II Sword and Shield Scylla Fist II Bow Shell Gunberd II Gunlance Stealth Glaive II Insect Glaive","","","Rarity 6","99","1,100 z","11,000 z"
"","Kut-Ku Scale+","Quality scale from a Yian Kut-Ku. Its size and weight make it…","","","","","Beak Axe I Switch Axe Challenger Charm I Level 1 Chicken Decapitator I Great Sword Felyne Kut-Ku Wear α Body Fitness Charm II Level 2 Kut-Ku Anger I Light Bowgun Kut-Ku Greaves α Legs Kut-Ku Greaves β Legs Kut-Ku Helm α Head Kut-Ku Helm β Head Kut-Ku Mail α Chest Kut-Ku Mail β Chest Kut-Ku Pair I Dual Blades Kut-Ku Pick I Hammer Kut-Ku Pike I Insect Glaive Kut-Ku Stave I Bow Kut-Ku's Song I Hunting Horn Mimiphyta α Head Yian Kut-Ku Cannon I Heavy Bowgun","","","","Rarity 6","99","970 z","9,700 z"
"","Kut-Ku Carapace","Unyielding Yian Kut-Ku carapace. Its vivid red hue won’t dim…","","","","","Dual Kut-Ku Dual Blades Kut-Ku Cantabile Hunting Horn Kut-Ku Counterattack Light Bowgun Kut-Ku Greaves α Legs Kut-Ku Greaves β Legs Kut-Ku Thwap Hammer Kut-Ku Vambraces α Arms Kut-Ku Vambraces β Arms Poison Charm III Level 3 Rooster Decapitator Great Sword Sawbill Axe Switch Axe Strange Kut-Ku Stave Bow Super Kut-Ku Cannon Heavy Bowgun Toucan Pike Insect Glaive Windproof Charm II Level 2","","","","Rarity 6","99","1,455 z","14,550 z"
"","Kut-Ku Ear","The distinctive ear of a Yian Kut-Ku. Stretchy and resistant…","","","","","Beak Axe I Switch Axe Chicken Decapitator I Great Sword Earplugs Charm I Level 1 Felyne Kut-Ku Mask α Head Fitness Charm II Level 2 Kut-Ku Anger I Light Bowgun Kut-Ku Coil α Waist Kut-Ku Coil β Waist Kut-Ku Greaves α Legs Kut-Ku Greaves β Legs Kut-Ku Pair I Dual Blades Kut-Ku Pick I Hammer Kut-Ku Pike I Insect Glaive Kut-Ku Stave I Bow Kut-Ku's Song I Hunting Horn Yian Kut-Ku Cannon I Heavy Bowgun","","","","Rarity 6","99","2,134 z","21,340 z"
"","Giant Beak","The massive beak of a Yian Kut-Ku. Sturdy enough to peck through…","","","","","Beak Axe II Switch Axe Chicken Decapitator II Great Sword Felyne Kut-Ku Cutter α Weapons Kut-Ku Anger II Light Bowgun Kut-Ku Coil α Waist Kut-Ku Coil β Waist Kut-Ku Pair II Dual Blades Kut-Ku Pick II Hammer Kut-Ku Pike II Insect Glaive Kut-Ku Stave II Bow Kut-Ku Vambraces α Arms Kut-Ku Vambraces β Arms Kut-Ku's Song II Hunting Horn Recovery Charm III Level 3 Windproof Charm II Level 2 Yian Kut-Ku Cannon II Heavy Bowgun","","","","Rarity 6","99","1,940 z","19,400 z"
"","Kut-Ku Wing","Quality Yian Kut-Ku wing membrane. A triple threat of sturdiness,…","","","","","Beak Axe I Switch Axe Chicken Decapitator I Great Sword Fitness Charm II Level 2 Kut-Ku Anger I Light Bowgun Kut-Ku Greaves α Legs Kut-Ku Greaves β Legs Kut-Ku Helm α Head Kut-Ku Helm β Head Kut-Ku Mail α Chest Kut-Ku Mail β Chest Kut-Ku Pair I Dual Blades Kut-Ku Pick I Hammer Kut-Ku Pike I Insect Glaive Kut-Ku Stave I Bow Kut-Ku's Song I Hunting Horn Pseudocath Kinsects Whispervesp Kinsects Windproof Charm II Level 2 Yian Kut-Ku Cannon I Heavy Bowgun","","","","Rarity 6","99","1,746 z","17,460 z"
"","Yian Kut-Ku Certificate S","A Guild certificate awarded to those who have hunted a Yian Kut-Ku.…","","","","","Beak Axe I Switch Axe Chicken Decapitator I Great Sword Kut-Ku Anger I Light Bowgun Kut-Ku Coil α Waist Kut-Ku Coil β Waist Kut-Ku Mail α Chest Kut-Ku Mail β Chest Kut-Ku Pair I Dual Blades Kut-Ku Pick I Hammer Kut-Ku Pike I Insect Glaive Kut-Ku Stave I Bow Kut-Ku Vambraces α Arms Kut-Ku Vambraces β Arms Kut-Ku's Song I Hunting Horn Yian Kut-Ku Cannon I Heavy Bowgun","Felyne Kut-Ku Cutter α Weapons Felyne Kut-Ku Mask α Head Felyne Kut-Ku Wear α Body","","","Rarity 6","99","970 z","9,700 z"
"","Rubbery Hide","Elastic, electricity-resistant hide worn by a Nerscylla. Thought…","","","","","Nerscylla Coil Waist Nerscylla Helm Head","","","","Rarity 4","99","880 z","8,800 z"
,,,,,,,,,,,,,,
"","Rubbery Hide+","The quality hide of a Gypceros. The baggy, stretchy feel of it…","","","","","Big Slugger Gunlance Crazed Melody Hunting Horn Death Venom Hammer Hammer Dual Battleaxes I Dual Blades Felyne Gypceros Tunic α Body Final Battleaxes Dual Blades Gypceros Coil α Waist Gypceros Coil β Waist Gypceros Mail α Chest Gypceros Mail β Chest Gypceros Vambraces α Arms Gypceros Vambraces β Arms Hard Hitter I Gunlance Marathon Charm II Level 2 Nerscylla Greaves α Legs Nerscylla Greaves β Legs Poison Blade I Charge Blade Poison King Great Sword Poisoned Capri I Hunting Horn Slaughter I Great Sword Surge Charm II Level 2 Tankmage I Heavy Bowgun Tanksorcerer Heavy Bowgun Venom Monster I Hammer Venom's Kiss Charge Blade Venom's Pain I Sword and Shield Viperine Saber Sword and Shield","","","","Rarity 6","99","950 z","9,500 z"
"","Gypceros Wing","A quality Gypceros wing membrane. Offers the same shock and poison…","","","","","Dual Battleaxes I Dual Blades Gypceros Helm α Head Gypceros Helm β Head Gypceros Mail α Chest Gypceros Mail β Chest Hard Hitter I Gunlance Poison Blade I Charge Blade Poisoned Capri I Hunting Horn Slaughter I Great Sword Speed Heal Charm III Level 3 Tankmage I Heavy Bowgun Venom Monster I Hammer Venom's Pain I Sword and Shield","","","","Rarity 6","99","1,450 z","14,500 z"
"","Gypceros Head","The uniquely shaped head of a Gypceros. A must-have for Gypceros…","","","","","Counter Charm I Level 1 Dual Battleaxes I Dual Blades Felyne Gypceros Crest α Head Gypceros Greaves α Legs Gypceros Greaves β Legs Gypceros Helm α Head Gypceros Helm β Head Gypceros Mail α Chest Gypceros Mail β Chest Hard Hitter I Gunlance Marathon Charm II Level 2 Mighty Charm I Level 1 Poison Blade I Charge Blade Poisoned Capri I Hunting Horn Slaughter I Great Sword Tankmage I Heavy Bowgun Venom Monster I Hammer Venom's Pain I Sword and Shield","","","","Rarity 6","99","2,090 z","20,900 z"
"","Gypceros Tail","The tail of a Gypceros. The most pliant body part, and thus the…","","","","","Dual Battleaxes II Dual Blades Felyne Gypceros Glare α Weapons Gypceros Coil α Waist Gypceros Coil β Waist Gypceros Mail α Chest Gypceros Mail β Chest Gypceros Vambraces α Arms Gypceros Vambraces β Arms Hard Hitter II Gunlance Poison Blade II Charge Blade Poisoned Capri II Hunting Horn Slaughter II Great Sword Speed Heal Charm III Level 3 Surge Charm II Level 2 Tankmage II Heavy Bowgun Venom Monster II Hammer Venom's Pain II Sword and Shield","","","","Rarity 6","99","1,900 z","19,000 z"
"","Gypceros Certificate S","A Guild certificate awarded to those who have hunted a Gypceros.…","","","","","Dual Battleaxes I Dual Blades Gypceros Coil α Waist Gypceros Coil β Waist Gypceros Greaves α Legs Gypceros Greaves β Legs Gypceros Helm α Head Gypceros Helm β Head Hard Hitter I Gunlance Poison Blade I Charge Blade Poisoned Capri I Hunting Horn Slaughter I Great Sword Tankmage I Heavy Bowgun Venom Monster I Hammer Venom's Pain I Sword and Shield","Felyne Gypceros Crest α Head Felyne Gypceros Glare α Weapons Felyne Gypceros Tunic α Body","","","Rarity 6","99","950 z","9,500 z"
"","Bird Wyvern Gem","A valuable gem that can be harvested from bird wyverns. Said…","","","","","A Arachnoscythe Charge Blade B Beak Axe II Switch Axe Big Slugger Gunlance Binder Mace Hammer Blood Scream Long Sword Buster Blaster Heavy Bowgun C Chicken Decapitator II Great Sword Counter Charm I Level 1 Crazed Melody Hunting Horn D Damascus Helm α Head Death Venom Hammer Hammer Debilitating Torpor Gunlance Destructive Torpor Great Sword E Esperanza Axe Switch Axe Esperanza Blade Great Sword Esperanza Bow Bow Esperanza Cannon Heavy Bowgun Esperanza Daggers Dual Blades Esperanza Edge Long Sword Esperanza Glaive Insect Glaive Esperanza Gunlance Gunlance Esperanza Hammer Hammer Esperanza Horn Hunting Horn Esperanza Lance Lance Esperanza Rifle Light Bowgun Esperanza Strongarm Charge Blade Esperanza Sword Sword and Shield F Final Battleaxes Dual Blades G Glass Royale Hunting Horn I Immolator Blade Great Sword K Kut-Ku Anger II Light Bowgun Kut-Ku Pair II Dual Blades Kut-Ku Pick II Hammer Kut-Ku Pike II Insect Glaive Kut-Ku Stave II Bow Kut-Ku's Song II Hunting Horn L Lala Acanthopelm Sword and Shield Lala Aviculari Lance Lala Eumenophor Charge Blade Lala Harpactirs Dual Blades Lala Ornithocton Long Sword Lala Selenocosmi Switch Axe Lala Stromatopelm Insect Glaive M Marathon Charm II Level 2 Mighty Charm I Level 1 N Nerscrapper Hammer Nerscylla Mail α Chest Nerscylla Mail β Chest Nershock Bow Nerskiller Sword and Shield P Poison King Great Sword R Recovery Charm III Level 3 S Solid Gunberd Gunlance Stealth Glaive Redux Insect Glaive Surge Charm II Level 2 T Tanksorcerer Heavy Bowgun V Venom's Kiss Charge Blade Viperine Saber Sword and Shield W Windproof Charm II Level 2 Y Yian Kut-Ku Cannon II Heavy Bowgun","","","","Rarity 7","99","4,000 z","40,000 z"
"","Rathian Certificate S","A Guild certificate awarded to those who have hunted a Rathian.…","","","","","Dear Lutemis I Charge Blade Dragonmaiden Axe I Switch Axe Princess Panoply I Gunlance Princess Rapier I Sword and Shield Princess Regalia I Insect Glaive Queen Blaster I Bow Queen's Longfire I Heavy Bowgun Rathian Coil α Waist Rathian Coil β Waist Rathian Greaves α Legs Rathian Greaves β Legs Rathian Mail α Chest Rathian Mail β Chest Rey Astrapi II Charge Blade Rey Halilintar II Insect Glaive Rey Indra II Lance Rey Kuara II Sword and Shield Rey Perkonis II Bow Rey Perun II Hunting Horn Rey Szelatya II Light Bowgun Rey Tonitrus II Long Sword Valkyrie Blade I Great Sword Valkyrie Chordmaker I Hunting Horn Valkyrie Fire I Light Bowgun Wyvern Blade ""Verde"" I Long Sword","Felyne Rathian Mail α Body Felyne Rathian Rapier α Weapons Felyne Rathian Tiara α Head","","","Rarity 6","99","1,200 z","12,000 z"
"","Blangonga Pelt+","Fine fur from a Blangonga. Its springy resilience and warmth…","","","","","Blango Greaves α Legs Blango Greaves β Legs Blango Helm α Head Blango Helm β Head Blango Trishula Dual Blades Blango Vambraces α Arms Blango Vambraces β Arms Blangongaberge Long Sword Blight Charm I Level 1 Counter Charm II Level 2 Felyne Blango Head α Head Immaculate Blizzard Insect Glaive Sanity Charm II Level 2 Singha Gada Hammer Singha Sharanga Bow Snow Lion Jambiya Sword and Shield Survival Charm III Level 3 Tail Catapult Light Bowgun","","","","Rarity 6","99","1,320 z","13,200 z"
